,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Xylanibacter,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII
ob_zupancic-p13s1,0.0,0.0,0.0005688282138794084,0.0,0.0005688282138794084,0.0005688282138794084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07053469852104664,0.016496018202502842,0.0005688282138794084,0.0011376564277588168,0.032423208191126277,0.0,0.0,0.02161547212741752,0.0,0.025597269624573378,0.06882821387940842,0.5221843003412969,0.0,0.0,0.0,0.02161547212741752,0.0,0.0,0.0,0.0,0.0,0.0017064846416382253,0.0,0.0,0.0005688282138794084,0.030716723549488054,0.0,0.0,0.005688282138794084,0.0,0.0,0.009670079635949942,0.0,0.0
ob_zupancic-392,0.0,0.0,0.053703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001851851851851852,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.03240740740740741,0.0,0.0,0.0,0.0,0.012037037037037037,0.1388888888888889,0.5981481481481481,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020370370370370372,0.025925925925925925,0.0,0.0,0.008333333333333333,0.05,0.000925925925925926,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,0.0
ob_zupancic-217,0.0,0.0,0.024858757062146894,0.0022598870056497176,0.0,0.0,0.0,0.0,0.0,0.0,0.0011299435028248588,0.0,0.0,0.0,0.11864406779661017,0.02711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103954802259887,0.15480225988700566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096045197740113,0.003389830508474576,0.0,0.0,0.004519774011299435,0.024858757062146894,0.005649717514124294,0.010169491525423728,0.031638418079096044,0.0,0.004519774011299435,0.015819209039548022,0.0,0.0
ob_zupancic-275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760368663594471,0.0069124423963133645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216589861751152,0.002304147465437788,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.0069124423963133645,0.020737327188940093,0.0069124423963133645,0.0,0.0,0.052995391705069124,0.0,0.0
ob_zupancic-113,0.0,0.0,0.06217616580310881,0.0,0.046632124352331605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025906735751295338,0.0025906735751295338,0.0,0.0,0.0,0.0,0.007772020725388601,0.0,0.0,0.025906735751295335,0.29533678756476683,0.1865284974093264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,0.11139896373056996,0.0,0.0,0.10103626943005181,0.054404145077720206,0.0,0.0,0.0,0.0,0.0025906735751295338,0.010362694300518135,0.0,0.0
ob_zupancic-p148s1,0.0,0.0,0.00335345405767941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033534540576794095,0.0,0.0,0.0,0.025486250838363513,0.0013413816230717639,0.0,0.0,0.0053655264922870555,0.0,0.0,0.0013413816230717639,0.0,0.08316566063044936,0.04225352112676056,0.6183769282360831,0.011401743796109993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00335345405767941,0.006706908115358819,0.0,0.0,0.0053655264922870555,0.024815560026827634,0.002012072434607646,0.01609657947686117,0.0,0.004024144869215292,0.0,0.008048289738430584,0.0,0.0
ob_zupancic-p94s1,0.0018610421836228288,0.0,0.0018610421836228288,0.002791563275434243,0.004962779156327543,0.00031017369727047146,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.00031017369727047146,0.0,0.00837468982630273,0.0024813895781637717,0.0006203473945409429,0.0,0.005583126550868486,0.0,0.0,0.0018610421836228288,0.0,0.00031017369727047146,0.10794044665012406,0.6681141439205955,0.015818858560794045,0.0,0.0,0.0,0.0,0.0,0.00031017369727047146,0.0,0.02481389578163772,0.007754342431761787,0.0012406947890818859,0.0,0.0018610421836228286,0.023883374689826303,0.007754342431761787,0.0,0.016749379652605458,0.0,0.0,0.006823821339950372,0.0,0.0
ob_zupancic-83,0.0005424464334147003,0.0,0.0,0.0,0.0,0.0008136696501220504,0.0,0.0,0.0,0.0008136696501220504,0.0027122321670735015,0.0,0.0,0.0,0.1681583943585571,0.004610794684024953,0.0,0.0,0.0037971250339029023,0.0,0.0,0.02007051803634391,0.0,0.022782750203417412,0.24925413615405478,0.0035259018171955522,0.009764035801464606,0.0,0.0,0.0,0.0,0.0,0.005966910767561703,0.0,0.1703281800922159,0.05478708977488473,0.0,0.0,0.0,0.03525901817195552,0.0067805804176837535,0.0,0.16870084079197178,0.0,0.0,0.008679142934635205,0.0,0.0
ob_zupancic-398,0.0,0.0,0.01026392961876833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015395894428152493,0.0,0.0,0.0,0.01026392961876833,0.9178885630498533,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0036656891495601175,0.012463343108504398,0.0,0.0,0.0,0.0,0.02346041055718475,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-87,0.02050113895216401,0.0,0.013667425968109338,0.0,0.00683371298405467,0.002277904328018223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009111617312072893,0.004555808656036446,0.0,0.0,0.002277904328018223,0.0,0.0,0.0,0.0,0.05239179954441914,0.09339407744874714,0.14350797266514806,0.018223234624145785,0.0,0.004555808656036446,0.0,0.0,0.0,0.0,0.004555808656036446,0.0,0.05466970387243736,0.002277904328018223,0.0,0.0,0.025056947608200455,0.15261958997722097,0.0,0.04555808656036447,0.04783599088838269,0.002277904328018223,0.00683371298405467,0.0,0.0
ob_zupancic-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22972972972972974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.0,0.0,0.0,0.003861003861003861,0.0019305019305019305,0.39768339768339767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015444015444015444,0.2528957528957529,0.0,0.0,0.0,0.0,0.009652509652509652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p142s1,0.030379746835443037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001518987341772152,0.0,0.0,0.0,0.14025316455696202,0.005063291139240506,0.0,0.0,0.005063291139240506,0.0,0.04556962025316456,0.008607594936708861,0.0,0.030886075949367087,0.289620253164557,0.1240506329113924,0.027341772151898733,0.0,0.0,0.0,0.0,0.0,0.0005063291139240507,0.0,0.0759493670886076,0.01620253164556962,0.007088607594936709,0.0,0.0,0.06683544303797469,0.00810126582278481,0.0,0.052658227848101265,0.0,0.0,0.00759493670886076,0.0,0.0
ob_zupancic-p98s1,0.0023240371845949536,0.0,0.020584329349269587,0.0,0.00099601593625498,0.0006640106241699867,0.0,0.0,0.0,0.0,0.00033200531208499334,0.0,0.0,0.0,0.08565737051792828,0.010292164674634794,0.0,0.0016600265604249668,0.01095617529880478,0.0,0.0,0.0,0.0,0.01095617529880478,0.14807436918990702,0.4717795484727756,0.04316069057104914,0.0,0.0,0.0,0.0,0.0,0.0013280212483399733,0.00033200531208499334,0.07868525896414343,0.017264276228419653,0.0,0.0,0.0033200531208499333,0.011288180610889775,0.00597609561752988,0.0,0.024236387782204515,0.0,0.00199203187250996,0.00099601593625498,0.0,0.0
ob_zupancic-p78s1,0.0,0.0,0.0,0.00129366106080207,0.0,0.00517464424320828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02910737386804657,0.0,0.0,0.0,0.00517464424320828,0.0,0.0,0.0,0.007761966364812419,0.0,0.20957309184993536,0.39521345407503233,0.004527813712807244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2768434670116429,0.0,0.0,0.0,0.00258732212160414,0.01034928848641656,0.003234152652005175,0.0,0.0,0.0,0.0,0.020698576972833116,0.0,0.0
ob_zupancic-p111s1,0.0,0.0,0.007446016381236039,0.0,0.0067014147431124355,0.0,0.0,0.0,0.0,0.0,0.029039463886820552,0.0,0.0,0.0,0.07967237527922562,0.016381236038719285,0.0,0.0,0.018615040953090096,0.0,0.0,0.0,0.021593447505584513,0.10126582278481013,0.3953834698436337,0.0007446016381236039,0.011913626209977662,0.0,0.0,0.0,0.0052122114668652275,0.0,0.0022338049143708115,0.0037230081906180195,0.0007446016381236039,0.02606105733432614,0.0,0.0,0.0037230081906180195,0.11020104244229338,0.0022338049143708115,0.0,0.014147431124348474,0.0,0.0,0.005956813104988831,0.0,0.0
ob_zupancic-p112s1,0.0,0.0,0.22400676246830092,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0016906170752324597,0.0,0.0,0.0,0.09213863060016905,0.15469146238377007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14539306846999153,0.01606086221470837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507185122569738,0.0,0.0,0.0,0.0,0.015215553677092137,0.06846999154691462,0.0016906170752324597,0.0008453085376162299,0.0,0.0,0.01267962806424345,0.0,0.0
ob_zupancic-416,0.0,0.0008206811653672548,0.009027492819039803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002051702913418137,0.0,0.0,0.0,0.013541239228559704,0.008206811653672548,0.024620434961017644,0.0,0.0,0.0008206811653672548,0.052523594583504314,0.8243742306114075,0.0024620434961017644,0.0,0.0,0.0,0.0,0.0,0.0,0.0012310217480508822,0.004103405826836274,0.01682396389002872,0.0,0.0,0.009027492819039803,0.013951579811243332,0.0012310217480508822,0.0,0.0,0.0004103405826836274,0.0,0.0008206811653672548,0.0,0.0
ob_zupancic-429,0.0,0.0,0.07172251616696061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,0.0,0.0,0.24573780129335684,0.007054673721340388,0.0,0.0,0.017048794826572605,0.0,0.0,0.0,0.0011757789535567313,0.053497942386831275,0.2163433274544386,0.23868312757201648,0.0035273368606701942,0.0,0.0,0.0,0.0,0.0,0.0,0.0011757789535567313,0.0,0.027630805408583186,0.0,0.0,0.00823045267489712,0.01763668430335097,0.0,0.0,0.0029394473838918285,0.014109347442680775,0.003527336860670194,0.035861258083480306,0.0,0.0
ob_zupancic-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07265877287405813,0.0,0.0,0.0,0.012917115177610334,0.0,0.0,0.03336921420882669,0.016146393972012917,0.02852529601722282,0.23143164693218513,0.09203444564047364,0.015069967707212056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24434876210979548,0.077502691065662,0.0,0.0,0.0193756727664155,0.06996770721205597,0.0,0.0,0.0,0.0,0.0,0.04090419806243273,0.0,0.0
ob_zupancic-p86s1,0.0,0.0,0.033516483516483515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.011538461538461539,0.014835164835164835,0.0,0.0,0.001098901098901099,0.0,0.4098901098901099,0.3824175824175824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.00934065934065934,0.006593406593406594,0.0,0.0,0.012637362637362638,0.028021978021978023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-7,0.0,0.0,0.0064963187527068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06409701169337374,0.00043308791684711995,0.0,0.0,0.0030316154179298397,0.0,0.0,0.0,0.0,0.030749242096145518,0.1195322650498051,0.5491554785621482,0.01212646167171936,0.0,0.0,0.0,0.0021654395842356,0.0,0.0008661758336942399,0.00996102208748376,0.0,0.0,0.0,0.0,0.0,0.024252923343438718,0.0,0.0,0.00129926375054136,0.00259852750108272,0.0,0.0030316154179298397,0.0,0.0
ob_zupancic-421,0.00021312872975277067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010656436487638534,0.0,0.0,0.0,0.010230179028132991,0.000639386189258312,0.0,0.0,0.0014919011082693947,0.0,0.0014919011082693947,0.0017050298380221654,0.0,0.0040494458653026425,0.041773231031543054,0.8384484228473997,0.0034100596760443308,0.0,0.0,0.0,0.0,0.0,0.020886615515771527,0.0,0.02152600170502984,0.008525149190110827,0.0,0.0,0.0,0.007033248081841433,0.0006393861892583121,0.0,0.0012787723785166241,0.0,0.0,0.0019181585677749361,0.0,0.0
ob_zupancic-367,0.0,0.004220893422441084,0.05276116778051354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15476609215617304,0.0007034822370735139,0.0,0.0,0.05838902567710165,0.009497010200492437,0.0,0.0,0.0,0.0629616602180795,0.3714386211748153,0.028491030601477313,0.0028139289482940555,0.0,0.0,0.0,0.0,0.0,0.0,0.004924375659514597,0.0,0.024973619416109743,0.0,0.0,0.035525852972212446,0.03974674639465354,0.07351389377418222,0.0,0.006683081252198382,0.005627857896588111,0.00035174111853675694,0.007738304607808653,0.0,0.0
ob_zupancic-423,0.0,0.0,0.007211538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04807692307692308,0.009615384615384616,0.0,0.0,0.05048076923076923,0.0,0.0,0.009615384615384616,0.002403846153846154,0.003605769230769231,0.16346153846153846,0.28125,0.003605769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23557692307692307,0.03125,0.002403846153846154,0.0,0.003605769230769231,0.018028846153846152,0.006009615384615385,0.003605769230769231,0.0,0.001201923076923077,0.0,0.03125,0.0,0.0
ob_zupancic-p123s1,0.0,0.0,0.010688836104513063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3978622327790974,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.009501187648456057,0.0,0.0,0.07244655581947743,0.10926365795724466,0.02137767220902613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011876484560570073,0.0011876484560570072,0.0,0.0011876484560570072,0.14251781472684083,0.020190023752969122,0.0,0.0,0.0,0.0,0.04631828978622328,0.0,0.0
ob_zupancic-424,0.0,0.0,0.004679457182966776,0.0,0.00982686008423023,0.0070191857744501636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243799719232569,0.0018717828731867102,0.009826860084230228,0.0014038371548900327,0.004679457182966776,0.0,0.0,0.005615348619560131,0.0,0.02105755732335049,0.11651848385587271,0.2648572765559195,0.009358914365933552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07580720636406177,0.002339728591483388,0.002339728591483388,0.0,0.008423022929340197,0.011230697239120261,0.03088441740758072,0.005615348619560131,0.015910154422087038,0.009358914365933552,0.004679457182966776,0.022461394478240526,0.0,0.0
ob_zupancic-427,0.0,0.0,0.0020300446609825416,0.005278116118554608,0.006496142915144133,0.0020300446609825416,0.0,0.0,0.007714169711733658,0.0,0.0016240357287860333,0.0,0.0097442143727162,0.0,0.036946812829882256,0.004060089321965083,0.0,0.0,0.012180267965895249,0.0,0.0,0.0,0.0,0.006902151847340642,0.16037352821762077,0.3625659764514819,0.011774259033698742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978481526593585,0.03532277710109622,0.008526187576126675,0.0,0.006902151847340641,0.019082419813235888,0.028420625253755584,0.0048721071863581,0.01908241981323589,0.0,0.0,0.006902151847340641,0.0,0.0
ob_zupancic-361,0.0,0.0,0.012883435582822086,0.0,0.00245398773006135,0.0036809815950920245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06257668711656443,0.006748466257668712,0.0006134969325153375,0.0,0.0036809815950920245,0.0,0.001226993865030675,0.0018404907975460123,0.0,0.0006134969325153375,0.5828220858895705,0.12392638036809817,0.00736196319018405,0.0,0.0,0.043558282208588955,0.0,0.0,0.0,0.0,0.0,0.012269938650306749,0.0018404907975460123,0.0,0.0,0.0049079754601227,0.005521472392638037,0.0,0.007975460122699387,0.027607361963190184,0.004294478527607362,0.022085889570552148,0.0,0.0
ob_zupancic-308,0.0,0.0003459010722933241,0.015219647180906262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003459010722933241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186786579038395,0.9263230716015219,0.008301625735039779,0.0,0.0,0.0,0.0,0.0,0.0,0.0013836042891732965,0.0,0.0041508128675198895,0.0,0.0010377032168799724,0.0,0.019716361120719474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p117s1,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.018292682926829267,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.21544715447154472,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.03048780487804878,0.042682926829268296,0.0,0.0,0.06300813008130081,0.0,0.0,0.012195121951219513,0.0,0.0
ob_zupancic-299,0.0011843663639952626,0.0,0.0047374654559810495,0.0,0.0,0.0007895775759968417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019739439399921043,0.002368732727990525,0.0,0.0,0.01421239636794315,0.0,0.0031583103039873666,0.0011843663639952626,0.002368732727990525,0.0019739439399921043,0.02210817212791157,0.8819581523884722,0.0047374654559810495,0.0,0.0,0.0,0.0,0.0,0.0,0.00039478878799842083,0.0015791551519936833,0.002368732727990525,0.0,0.0,0.020134228187919462,0.010264508487958941,0.00039478878799842083,0.0,0.0,0.0,0.0,0.0015791551519936833,0.0,0.0
ob_zupancic-p49s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0007905138339920949,0.0,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.013438735177865613,0.11620553359683794,0.783794466403162,0.0011857707509881424,0.0,0.0,0.0,0.0011857707509881424,0.0,0.005533596837944664,0.015415019762845851,0.011067193675889328,0.0,0.0,0.0,0.0,0.009881422924901184,0.0,0.0,0.0,0.0,0.0,0.0015810276679841897,0.0,0.0
ob_zupancic-444,0.0,0.0,0.01229050279329609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011173184357541898,0.0,0.0,0.0,0.02569832402234637,0.0,0.0,0.0,0.0,0.02122905027932961,0.19888268156424582,0.3687150837988826,0.0033519553072625698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1877094972067039,0.0011173184357541898,0.0,0.0,0.005586592178770949,0.10167597765363127,0.0011173184357541898,0.0,0.008938547486033519,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p38s1,0.0021240441801189465,0.0,0.005097706032285472,0.0,0.0008496176720475786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001274426508071368,0.13254035683942228,0.0004248088360237893,0.0,0.0,0.0038232795242141037,0.0,0.0,0.0008496176720475786,0.001274426508071368,0.004248088360237893,0.022939677145284623,0.7939677145284622,0.0016992353440951572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011045029736618521,0.0,0.0,0.0,0.0,0.0,0.0038232795242141037,0.0,0.0
ob_zupancic-445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006444683136412459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024704618689581095,0.0,0.0,0.0,0.00966702470461869,0.007518796992481203,0.669172932330827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00966702470461869,0.26100966702470463,0.0,0.0,0.0,0.0,0.0021482277121374865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-242,0.0,0.0,0.0027137042062415195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048846675712347354,0.004070556309362279,0.004070556309362279,0.0,0.025780189959294438,0.0,0.0,0.0,0.029850746268656716,0.0407055630936228,0.46132971506105835,0.12618724559023067,0.012211668928086838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004070556309362279,0.0,0.0,0.0,0.025780189959294434,0.06919945725915876,0.0,0.024423337856173677,0.0,0.0,0.013568521031207596,0.0,0.0
ob_zupancic-p87s1,0.0,0.0,0.0001670564650851988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018376211159371867,0.0005011693952555964,0.0003341129301703976,0.0,0.0,0.0031740728366187773,0.01252923488138991,0.0,0.0036752422318743734,0.012863347811560307,0.038255930504510524,0.8595055128633478,0.005679919812896759,0.0,0.0,0.0,0.0,0.0,0.0,0.0001670564650851988,0.008853992649515537,0.0028399599064483794,0.0,0.0,0.0006682258603407952,0.004009355162044771,0.0001670564650851988,0.0,0.027230203808887403,0.0,0.0,0.001670564650851988,0.0,0.0
ob_zupancic-p160s1,0.0,0.0,0.040123456790123455,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.2947530864197531,0.021604938271604937,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.1080246913580247,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17746913580246915,0.018518518518518517,0.0,0.0,0.004629629629629629,0.07561728395061729,0.0015432098765432098,0.0,0.030864197530864196,0.0,0.0,0.018518518518518517,0.0,0.0
